[15:13:28.834] pre-prompt 13ms | (none) [shown:0] << setup
[16:55:11.400] pre-tool (Bash) 38ms | (none) [shown:0] << documents/claude-oss-wt/45 skills/manager/skill.md 2>/dev/null
[16:55:11.410] pre-path 49ms | (none) << skills/manager/SKILL.md,CLAUDE.md
[16:55:12.592] pre-path 45ms | (none) << scripts/scaffold.py
[16:55:12.593] pre-tool (Bash) 34ms | (none) [shown:0] << documents/claude-oss-wt/46 '''scripts/scaffold.py'''
[16:55:17.458] pre-path 32ms | (none) << /Users/floriandavid/Documents/claude-oss-wt/45/skills/manager/SKILL.md
[16:55:17.458] pre-tool (Read) 28ms | (none) [shown:0] << documents/claude-oss-wt/45/skills/manager/skill.md
[16:55:23.390] pre-tool (Bash) 39ms | (none) [shown:0] << documents/claude-oss-wt/46 '''scripts/scaffold.py'''
[16:55:23.398] pre-path 53ms | (none) << scripts/scaffold.py
[16:55:26.167] pre-tool (Bash) 35ms | (none) [shown:0] << documents/claude-oss-wt/45 "worktree\|\\./supertool\|absolute skills/manager/skill.md
[16:55:26.175] pre-path 43ms | (none) << skills/manager/SKILL.md
[16:55:31.865] pre-tool (Bash) 45ms | (none) [shown:0] << documents/claude-oss-wt/45 tests/test_doctor_inprocess.py tests/test_doctor_inprocess.py
[16:55:31.869] pre-path 51ms | (none) << tests/test_doctor_inprocess.py,tests/test_doctor_inprocess.py
[16:55:34.928] pre-tool (Bash) 35ms | (none) [shown:0] << documents/claude-oss-wt/46 '''tests/test_scaffold.py''' "owner/name" "/usr/bin/" "owner/name"
[16:55:34.960] pre-path 43ms | (none) << tests/test_scaffold.py,.oss.json
[16:55:54.538] pre-prompt 20ms | (none) [shown:0] << /oss:tick
[16:55:58.121] pre-tool (Bash) 39ms | (none) [shown:0] << 
[16:55:59.684] pre-tool (Bash) 34ms | (none) [shown:0] << documents/claude-oss-wt/46 '''tests/test_scaffold.py''' "https://github.com/owner/name", "https://github.com/owner/name"
[16:55:59.710] pre-path 53ms | (none) << tests/test_scaffold.py
[16:56:00.902] pre-tool (Bash) 65ms | (none) [shown:0] << documents/claude-oss-wt/33 '''skills/manager/skill.md''' tests/ >/dev/null; documents/claude-oss-wt/33
[16:56:00.920] pre-path 78ms | (none) << skills/manager/SKILL.md
[16:56:03.061] pre-tool (Bash) 23ms | (none) [shown:0] << 
[16:56:16.235] pre-tool (Bash) 36ms | (none) [shown:0] << documents/claude-oss-wt/41 "scripts/assemble_changelog.py" `/commits/`, `/compare/`, `/tree/` "`/releases/` `/commits/`,
[16:56:16.244] pre-path 43ms | (none) << scripts/assemble_changelog.py
[16:56:22.220] pre-tool (Bash) 28ms | (none) [shown:0] << documents/claude-oss-wt/46 '''tests/test_scaffold.py''' "https://github.com/owner/name", "https://github.com/owner/name"
[16:56:22.246] pre-path 54ms | (none) << tests/test_scaffold.py
[16:56:24.474] pre-tool (Bash) 24ms | (none) [shown:0] << documents/claude-oss-wt/41 "tests/test_first_release.py"
[16:56:33.331] pre-tool (Bash) 32ms | (none) [shown:0] << documents/claude-oss-wt/46 '''commands/scaffold.md'''
[16:56:33.352] pre-path 56ms | (none) << commands/scaffold.md
[16:56:34.215] pre-tool (Bash) 44ms | (none) [shown:0] << documents/claude-oss-wt/41 "tests/test_first_release.py"
[16:56:35.565] pre-tool (Bash) 56ms | (none) [shown:0] << pathlib.path("documents/claude-oss/.max/claude-oss-watch.json") scripts/scaffold.py 4/13 scripts/scaffold.py", commands/
[16:56:35.596] pre-path 80ms | (none) << .max/claude-oss-watch.json,scripts/scaffold.py
[16:56:41.637] pre-tool (Bash) 22ms | (none) [shown:0] << documents/claude-oss-wt/46 '''commands/scaffold.md'''
[16:56:41.647] pre-path 37ms | (none) << commands/scaffold.md
[16:56:48.240] pre-tool (Bash) 49ms | (none) [shown:0] << documents/claude-oss-wt/41 "tests/test_first_release.py" https://github.com/o/r/commits/head", https://keepachangelog.co
[16:56:50.241] pre-tool (Bash) 25ms | (none) [shown:0] << documents/claude-oss-wt/46 '''changelog.d/46.fixed.md''' `/oss:scaffold`'s
[16:56:57.315] pre-tool (Bash) 24ms | (none) [shown:0] << documents/claude-oss-wt/46 tests/ scripts/scaffold.py tests/test_scaffold.py; scripts/assemble_changelog.py
[16:56:57.321] pre-path 32ms | (none) << tests/,scripts/scaffold.py,tests/test_scaffold.py,scripts/assemble_changelog.py,changelog.d/,CHANGELOG.md
[16:57:00.288] pre-tool (Bash) 38ms | (none) [shown:0] << documents/claude-oss-wt/41 "tests/test_first_release.py"
[16:57:06.011] pre-tool (Bash) 20ms | (none) [shown:0] << documents/claude-oss-wt/41 tests/test_first_release.py
[16:57:11.818] pre-tool (Bash) 21ms | (none) [shown:0] << documents/claude-oss-wt/45 '''scripts/doctor.py'''
[16:57:11.832] pre-path 33ms | (none) << scripts/doctor.py
[16:57:18.084] pre-tool (Bash) 22ms | (none) [shown:0] << documents/claude-oss-wt/33 '''skills/manager/skill.md''' documents/claude-oss-wt/33 documents/claude-oss-wt/33 documents
[16:57:18.091] pre-path 27ms | (none) << skills/manager/SKILL.md,agents/,agents/
[16:57:19.434] pre-tool (Bash) 18ms | (none) [shown:0] << documents/claude-oss-wt/41 "tests/test_first_release.py"
[16:57:24.757] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/41 tests/
[16:57:24.759] pre-path 23ms | (none) << tests/
[16:57:25.009] pre-tool (Bash) 24ms | (none) [shown:0] << documents/claude-oss-wt/45 '''tests/test_doctor_inprocess.py''' / / allow=["bash(./supertool deny=["bash(./supertool / /
[16:57:25.020] pre-path 30ms | (none) << tests/test_doctor_inprocess.py,.claude/
[16:57:25.952] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/33 '''skills/manager/skill.md''' skills/manager/skill.md agents/auditor.md agents/developer.md
[16:57:25.968] pre-path 29ms | (none) << skills/manager/SKILL.md
[16:57:33.261] pre-tool (Bash) 20ms | (none) [shown:0] << documents/claude-oss-wt/45 '''commands/setup.md''' '''`/oss:doctor` '''`/oss:doctor`
[16:57:33.268] pre-path 29ms | (none) << commands/setup.md
[16:57:36.229] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/33 '''skills/manager/skill.md''' tests/ documents/claude-oss-wt/33 documents/claude-oss-wt/33 do
[16:57:36.235] pre-path 26ms | (none) << skills/manager/SKILL.md,tests/
[16:57:40.838] pre-tool (Bash) 24ms | (none) [shown:0] << documents/claude-oss-wt/45 '''changelog.d/45.added.md'''
[16:57:47.020] pre-tool (Bash) 22ms | (none) [shown:0] << documents/claude-oss-wt/45 '''changelog.d/45.added.md'''
[16:57:52.540] pre-tool (Bash) 18ms | (none) [shown:0] << documents/claude-oss-wt/45 tests/ scripts/assemble_changelog.py
[16:57:52.552] pre-path 27ms | (none) << tests/,scripts/assemble_changelog.py,changelog.d/,CHANGELOG.md
[16:58:00.504] pre-tool (Bash) 21ms | (none) [shown:0] << documents/claude-oss-wt/46 scripts/scaffold.py documents/claude-oss/.oss.json 's/^/label /'; cfg=json.load(open('documen
[16:58:00.514] pre-path 33ms | (none) << scripts/scaffold.py,.oss.json,scripts/,.oss.json
[16:58:19.253] pre-tool (Bash) 18ms | (none) [shown:0] << documents/claude-oss-wt/46 `owner/name` `owner/name-fork` `/` `commands/scaffold.md` ["scripts/scaffold.py", "commands/s
[16:58:27.255] pre-tool (Bash) 20ms | (none) [shown:0] << documents/claude-oss-wt/41 'grep:/commit/'
[16:58:27.262] pre-path 24ms | (none) << Add a `## \[Unreleased\]` heading and re-run,/commit/,Leave exactly one
[16:58:39.364] pre-tool (Bash) 22ms | (none) [shown:0] << documents/claude-oss-wt/41 `/commit/`, ["scripts/assemble_changelog.py", "tests/test_first_release.py"]
[16:58:46.831] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/41 `/commit/`, ["scripts/assemble_changelog.py", "tests/test_first_release.py"]
[16:58:51.284] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/45 ["scripts/doctor.py", "tests/test_doctor_inprocess.py", "commands/setup.md", "changelog.d/45.
[16:58:53.600] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/41
[16:59:00.829] pre-tool (Bash) 17ms | (none) [shown:0] << documents/claude-oss-wt/notes
[16:59:14.144] pre-prompt 25ms | (none) [shown:0] << <task-notification> <task-id>a6776ef2a2d7d0511</task-id> <tool-use-id>toolu_016c
[16:59:21.398] pre-tool (Bash) 37ms | (none) [shown:0] << documents/claude-oss-wt/notes documents/claude-oss-wt/46 '''documents/claude-oss-wt/notes/fix-46-20260814 t000000 z.md''
[16:59:21.413] pre-path 45ms | (none) << tests/
[16:59:27.685] pre-tool (Bash) 20ms | (none) [shown:0] << documents/claude-oss-wt/33
[16:59:30.995] pre-tool (Bash) 23ms | (none) [shown:0] << documents/claude-oss-wt/46 tests/test_scaffold.py tests/test_scaffold.py
[16:59:31.003] pre-path 28ms | (none) << tests/test_scaffold.py,tests/test_scaffold.py
[16:59:33.352] pre-tool (Bash) 21ms | (none) [shown:0] << feat/33:tests/test_content_invariants.py tests/test_zz_red33.py tests/test_zz_red33.py tests/test_zz_red33.py
[16:59:38.349] pre-path 41ms | (none) << tests/
[16:59:38.349] pre-tool (Bash) 38ms | (none) [shown:0] << documents/claude-oss-wt/notes documents/claude-oss-wt/45 '''documents/claude-oss-wt/notes/fix-45-20260814 t000000 z.md''
[16:59:43.328] pre-tool (Bash) 14ms | (none) [shown:0] << tests/
[16:59:43.332] pre-path 19ms | (none) << tests/
[16:59:45.482] pre-tool (Bash) 20ms | (none) [shown:0] << documents/claude-oss-wt/notes "paste:@/private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454
[16:59:47.588] pre-tool (Bash) 27ms | (none) [shown:0] << documents/claude-oss-wt/notes fix/41 documents/claude-oss-wt/41, tests/ tests/test_first_release.py `tests/test_first_re
[16:59:47.597] pre-path 36ms | (none) << tests/
[16:59:53.817] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/notes
[17:00:19.369] pre-tool (Bash) 22ms | (none) [shown:0] << documents/claude-oss-wt/notes fix/45 `fix/45`, tests/ (`tests/test_workflow_permissions.py:130`, tests/test_command_refe
[17:00:19.374] pre-path 29ms | (none) << tests/
[17:00:23.049] pre-tool (Bash) 28ms | (none) [shown:0] << documents/claude-oss-wt/notes documents/claude-oss-wt/notes fix/46 `fix/46`, documents/claude-oss-wt/46. tests/ `tests/t
[17:00:23.054] pre-path 35ms | (none) << tests/
[17:00:26.174] pre-tool (Bash) 48ms | (none) [shown:0] << documents/claude-oss-wt/45
[17:00:29.858] pre-path 27ms | (none) << "|truncated
[17:00:29.863] pre-tool (Bash) 27ms | (none) [shown:0] << documents/claude-oss-wt/46 'grep:_label_create|_label_page|endswith\(":"|truncated:scripts/scaffold.py'
[17:00:34.354] pre-tool (Bash) 40ms | (none) [shown:0] << documents/claude-oss-wt/notes fix/41 documents/claude-oss-wt/41, tests/ tests/test_first_release.py `tests/test_first_re
[17:00:34.360] pre-path 43ms | (none) << tests/
[17:01:13.685] pre-tool (Bash) 55ms | (none) [shown:0] << documents/claude-oss-wt/46 origin/main; origin/main; origin/main
[17:01:15.790] pre-tool (Bash) 32ms | (none) [shown:0] << documents/claude-oss-wt/notes tests/ tests/ `scripts/oss_config.py`, `tests/test_workflow_permissions.py:130`
[17:01:15.818] pre-path 44ms | (none) << tests/,tests/
[17:01:16.896] pre-tool (Bash) 36ms | (none) [shown:0] << documents/claude-oss-wt/33 feat/33
[17:01:19.127] pre-tool (Bash) 23ms | (none) [shown:0] << documents/claude-oss-wt/45 'glob:agents/*' origin/main origin/main agents/ origin/main
[17:01:19.131] pre-path 30ms | (none) << README.md,README.md,agents/
[17:01:19.889] pre-tool (Bash) 23ms | (none) [shown:0] << 'cwd:documents/claude-oss-wt/33'
[17:01:30.496] pre-tool (Bash) 27ms | (none) [shown:0] << documents/claude-oss-wt/notes `tests/test_workflow_permissions.py:130: .github/workflows/tests.yml `tests/test_workflow_
[17:01:30.501] pre-path 33ms | (none) << .github/workflows/tests.yml
[17:01:33.020] pre-tool (Bash) 35ms | (none) [shown:0] << 'cwd:documents/claude-oss-wt/41'
[17:01:33.392] pre-tool (Bash) 29ms | (none) [shown:0] << documents/claude-oss-wt/45 agents/auditor.md refs/heads refs/remotes); agents/ 2>/dev/null
[17:01:33.395] pre-path 25ms | (none) << README.md
[17:01:41.280] pre-tool (Bash) 52ms | (none) [shown:0] << documents/claude-oss-wt/notes '''`tests/test_workflow_permissions.py:130: .github/workflows/tests.yml '''`tests/test_wor
[17:01:41.325] pre-path 74ms | (none) << .github/workflows/tests.yml,.github/workflows/tests.yml,scripts/oss_config.py,tests/test_config_scope.py
[17:01:44.863] pre-tool (Bash) 29ms | (none) [shown:0] << 'cwd:documents/claude-oss-wt/45'
[17:01:56.405] pre-tool (Bash) 31ms | (none) [shown:0] << 'cwd:documents/claude-oss-wt/46'
[17:02:01.191] pre-tool (Bash) 37ms | (none) [shown:0] << documents/claude-oss-wt/45 'grep:agents:tests/test_content_invariants.py' documents/claude-oss-wt/45/tests/ 2>/dev/null
[17:02:01.206] pre-path 35ms | (none) << tests/test_content_invariants.py
[17:02:10.706] pre-tool (Bash) 40ms | (none) [shown:0] << documents/claude-oss-wt/45
[17:02:10.709] pre-path 47ms | (none) << README.md
[17:02:16.872] pre-tool (Bash) 36ms | (none) [shown:0] << documents/claude-oss-wt/45
[17:02:16.894] pre-path 50ms | (none) << README.md,agents/,agents/
[17:02:23.917] pre-tool (Bash) 37ms | (none) [shown:0] << documents/claude-oss-wt/45
[17:02:23.930] pre-path 54ms | (none) << README.md,agents/
[17:02:29.984] pre-tool (Bash) 48ms | (none) [shown:0] << documents/claude-oss-wt/45
[17:02:29.996] pre-path 63ms | (none) << README.md,agents/,agents/
[17:02:30.664] pre-path 40ms | (none) << /private/tmp/claude-501/-Users-floriandavid-Documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/pr33.json
[17:02:30.673] pre-tool (Write) 32ms | (none) [shown:0] << /private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/pr33.js
[17:02:33.731] pre-tool (Bash) 37ms | (none) [shown:0] << 'gh-pr-create:@/private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scr
[17:02:50.292] pre-tool (Bash) 33ms | (none) [shown:0] << documents/claude-oss-wt/45 '''tests/test_command_references.py''' / agents/*.md agents/
[17:02:50.304] pre-path 40ms | (none) << tests/test_command_references.py,agents/,agents/
[17:03:00.859] pre-tool (Write) 45ms | (none) [shown:0] << /private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/pr41.js
[17:03:00.875] pre-path 47ms | (none) << /private/tmp/claude-501/-Users-floriandavid-Documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/pr41.json
[17:03:00.914] pre-tool (Bash) 22ms | (none) [shown:0] << documents/claude-oss-wt/45
[17:03:00.943] pre-path 35ms | (none) << README.md
[17:03:05.011] pre-tool (Bash) 26ms | (none) [shown:0] << 'gh-pr-create:@/private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scr
[17:03:11.205] pre-tool (Bash) 42ms | (none) [shown:0] << documents/claude-oss-wt/45 tests/
[17:03:11.205] pre-path 45ms | (none) << tests/
[17:03:37.217] pre-path 17ms | (none) << /private/tmp/claude-501/-Users-floriandavid-Documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/pr45.json
[17:03:37.217] pre-tool (Write) 17ms | (none) [shown:0] << /private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/pr45.js
[17:03:40.349] pre-tool (Bash) 24ms | (none) [shown:0] << 'gh-pr-create:@/private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scr
[17:04:11.762] pre-tool (Bash) 20ms | (none) [shown:0] << documents/claude-oss-wt/45 '''changelog.d/33.fixed.md''' `agents/*.md`
[17:04:11.766] pre-path 27ms | (none) << agents/,agents/,agents/
[17:04:12.439] pre-path 17ms | (none) << /private/tmp/claude-501/-Users-floriandavid-Documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/pr46.json
[17:04:12.440] pre-tool (Write) 17ms | (none) [shown:0] << /private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/pr46.js
[17:04:15.210] pre-tool (Bash) 19ms | (none) [shown:0] << 'gh-pr-create:@/private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scr
[17:04:18.158] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/45 scripts/assemble_changelog.py
[17:04:18.164] pre-path 24ms | (none) << scripts/assemble_changelog.py,changelog.d/,CHANGELOG.md
[17:04:26.792] pre-tool (Bash) 16ms | (none) [shown:0] << documents/claude-oss-wt/45 feat/33, agents/*.md "tests/test_command_references.py", "changelog.d/33.fixed.md"]
[17:04:26.797] pre-path 22ms | (none) << agents/,agents/,agents/
[17:04:36.892] pre-tool (Bash) 22ms | (none) [shown:0] << documents/claude-oss-wt/45 fix/45? 'fix/45'
[17:04:42.745] pre-tool (Write) 15ms | (none) [shown:0] << /private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/i-scaff
[17:04:42.745] pre-path 15ms | (none) << /private/tmp/claude-501/-Users-floriandavid-Documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/i-scaffold-worktree.json
[17:04:53.153] pre-tool (Bash) 18ms | (none) [shown:0] << documents/claude-oss-wt/45 '^branch\.fix/45\.' origin/fix/45..head; fix/45
[17:04:55.736] pre-path 14ms | (none) << /private/tmp/claude-501/-Users-floriandavid-Documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/i-first-release-inference.json
[17:04:55.736] pre-tool (Write) 14ms | (none) [shown:0] << /private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/i-first
[17:04:59.744] pre-tool (Bash) 15ms | (none) [shown:0] << 'gh-issue-create:@/private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/
[17:05:07.485] pre-tool (Bash) 17ms | (none) [shown:0] << 
[17:05:26.446] pre-tool (Bash) 17ms | (none) [shown:0] << pathlib.path("documents/claude-oss/.max/claude-oss-watch.json") (469/474 13/13", scripts/scaffold.py", file/forge #39/#4
[17:05:26.454] pre-path 26ms | (none) << .max/claude-oss-watch.json
[17:05:27.626] pre-tool (Bash) 22ms | (none) [shown:0] << documents/claude-oss-wt/notes / / `/oss:scaffold` "`agents/auditor.md` `feat/33` / `origin/feat/33`. origin/main agents/
[17:05:33.346] pre-tool (Bash) 19ms | (none) [shown:0] << documents/claude-oss-wt/45
[17:05:55.634] pre-prompt 20ms | (none) [shown:0] << <task-notification> <task-id>a9df3d86362881bb8</task-id> <tool-use-id>toolu_01an
[17:06:04.750] pre-tool (Bash) 17ms | (none) [shown:0] << 'cwd:documents/claude-oss-wt/45'
[17:06:28.044] pre-tool (Write) 15ms | (none) [shown:0] << /private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/pr51-co
[17:06:28.045] pre-path 17ms | (none) << /private/tmp/claude-501/-Users-floriandavid-Documents-claude-oss/2e43512b-5fdc-454c-a21c-937d3354e731/scratchpad/pr51-comment.md
[17:06:31.449] pre-tool (Bash) 18ms | (none) [shown:0] << digital-process-tools/claude-oss /private/tmp/claude-501/-users-floriandavid-documents-claude-oss/2e43512b-5fdc-454c-a21
[17:06:37.545] pre-tool (Bash) 18ms | (none) [shown:0] << 
[17:06:56.240] pre-tool (Bash) 35ms | (none) [shown:0] << 
[17:07:30.752] pre-tool (Bash) 22ms | (none) [shown:0] << 
[17:07:46.065] pre-tool (Bash) 25ms | (none) [shown:0] << origin/fix/46:tests/test_scaffold.py tests/test_zz_red46.py tests/test_zz_red46.py tests/test_zz_red46.py
